,GLD,IYR,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2017-10-18,121.669998,81.139999,255.720001,58.02,67.849998,26.309999,71.980003,60.869999,54.32,54.25,83.279999,91.139999
2017-10-19,122.389999,81.080002,255.789993,58.240002,67.639999,26.33,72.18,60.689999,54.029999,54.82,83.790001,91.139999
2017-10-20,121.610001,80.82,257.109985,58.740002,67.769997,26.639999,72.959999,61.099998,53.900002,54.860001,83.879997,91.360001
2017-10-23,121.800003,80.440002,256.109985,58.630001,67.419998,26.620001,72.5,60.810001,53.860001,54.889999,83.669998,90.739998
2017-10-24,121.330002,80.040001,256.559998,58.959999,67.550003,26.809999,72.910004,60.98,53.669998,54.939999,83.110001,90.959999
2017-10-25,121.349998,79.730003,255.289993,58.650002,67.080002,26.65,72.190002,60.650002,53.52,54.700001,82.989998,90.610001
2017-10-26,120.330002,79.239998,255.619995,59.43,67.220001,26.799999,72.290001,60.900002,53.560001,54.709999,82.160004,90.93
2017-10-27,120.900002,79.599998,257.709991,59.119999,67.339996,26.780001,72.32,62.540001,53.099998,55.049999,82.139999,92.400002
2017-10-30,121.129997,79.769997,256.75,58.84,67.690002,26.67,71.82,62.68,52.650002,55.060001,81.260002,91.980003
2017-10-31,120.669998,79.919998,257.149994,59.0,67.910004,26.6,71.529999,62.950001,53.09,55.119999,81.110001,91.989998
2017-11-01,121.110001,79.980003,257.48999,59.290001,68.68,26.639999,71.489998,62.959999,53.259998,54.810001,81.309998,92.019997
2017-11-02,121.190002,80.480003,257.589996,58.860001,68.480003,26.889999,71.900002,62.990002,53.130001,55.009998,80.940002,91.330002
2017-11-03,120.620003,80.43,258.450012,58.830002,68.68,26.780001,71.830002,63.490002,53.139999,55.209999,81.610001,91.699997
2017-11-06,121.650002,81.360001,258.850006,58.580002,70.25,26.75,71.870003,63.630001,52.57,55.0,81.360001,92.370003
2017-11-07,121.209999,81.940002,258.670013,58.639999,70.160004,26.379999,71.980003,63.66,53.16,55.66,81.529999,91.82
2017-11-08,121.629997,82.489998,259.109985,58.700001,69.82,26.25,71.860001,64.010002,53.740002,55.700001,81.720001,91.919998
2017-11-09,122.129997,82.459999,258.170013,58.200001,70.029999,26.16,70.959999,63.5,53.73,55.77,81.730003,92.059998
2017-11-10,121.129997,82.510002,258.089996,58.110001,69.660004,26.08,71.059998,63.5,54.279999,55.509998,81.199997,92.370003
2017-11-13,121.309998,82.809998,258.329987,58.41,69.260002,26.120001,70.82,63.48,54.59,56.169998,81.279999,92.68
2017-11-14,121.559998,82.68,257.730011,57.880001,68.139999,26.110001,70.629997,63.349998,54.779999,56.869999,80.949997,92.760002
2017-11-15,121.410004,81.970001,256.440002,57.529999,67.370003,26.18,70.230003,62.880001,54.200001,56.380001,80.720001,92.360001
2017-11-16,121.400002,82.519997,258.619995,58.23,67.099998,26.190001,70.889999,63.759998,54.950001,56.200001,81.559998,93.129997
2017-11-17,122.860001,82.139999,257.859985,58.310001,67.43,26.16,70.5,63.349998,54.759998,55.810001,81.239998,93.540001
2017-11-20,121.309998,81.970001,258.299988,58.389999,67.269997,26.280001,70.82,63.59,54.700001,55.639999,80.900002,93.720001
2017-11-21,121.510002,82.559998,259.98999,58.700001,67.419998,26.360001,71.330002,64.260002,54.880001,55.790001,81.610001,94.300003
2017-11-22,122.629997,82.330002,259.76001,58.540001,67.690002,26.23,71.410004,64.139999,54.810001,55.790001,81.580002,94.389999
2017-11-24,122.32,82.5,260.359985,58.84,67.879997,26.219999,71.410004,64.5,54.77,55.880001,81.769997,94.629997
2017-11-27,122.830002,82.160004,260.230011,58.490002,67.190002,26.200001,71.529999,64.5,54.799999,56.119999,81.839996,94.699997
2017-11-28,122.809998,81.980003,262.869995,59.139999,67.709999,26.879999,72.620003,64.709999,55.25,56.380001,82.440002,95.75
2017-11-29,122.040001,81.879997,262.709991,59.23,68.080002,27.34,73.260002,63.279999,55.540001,56.41,82.849998,96.160004
2017-11-30,121.099998,81.970001,265.01001,59.560001,69.099998,27.52,74.510002,63.84,56.049999,56.599998,83.470001,96.650002
2017-12-01,121.589996,82.120003,264.459991,59.07,69.68,27.58,73.589996,63.509998,56.189999,56.41,83.300003,96.610001
2017-12-04,121.18,81.489998,264.140015,59.68,69.650002,28.0,74.209999,62.490002,56.720001,56.09,82.279999,97.730003
2017-12-05,120.32,81.010002,263.190002,59.380001,69.349998,27.85,73.580002,62.509998,56.630001,55.380001,82.139999,97.169998
2017-12-06,120.07,80.980003,263.23999,59.029999,68.449997,27.75,73.690002,62.91,56.990002,55.59,82.07,96.540001
2017-12-07,118.489998,81.309998,264.070007,59.43,68.650002,27.84,74.370003,63.299999,56.439999,55.689999,82.089996,96.790001
2017-12-08,118.480003,81.580002,265.51001,59.43,69.279999,28.01,74.690002,63.599998,56.59,55.869999,83.010002,97.25
2017-12-11,118.010002,81.669998,266.309998,59.509998,69.779999,27.940001,74.540001,64.150002,56.580002,56.209999,83.360001,97.459999
2017-12-12,118.150002,82.0,266.779999,59.52,69.589996,28.219999,74.620003,64.129997,56.59,55.25,83.690002,97.5
2017-12-13,119.169998,82.169998,266.75,59.68,69.489998,27.870001,74.910004,64.150002,56.91,55.400002,83.980003,97.580002
2017-12-14,118.93,82.120003,265.660004,59.02,69.239998,27.690001,74.400002,64.07,56.66,55.330002,83.129997,97.879997
2017-12-15,119.18,82.459999,266.51001,59.080002,68.720001,27.809999,74.519997,64.559998,56.880001,55.02,83.709999,97.970001
2017-12-18,119.730003,82.919998,268.200012,59.950001,69.25,28.059999,75.050003,65.129997,56.849998,54.41,83.739998,98.849998
2017-12-19,119.82,80.470001,267.170013,59.880001,69.349998,27.940001,75.07,64.730003,56.919998,53.419998,83.639999,98.720001
2017-12-20,120.139999,79.629997,267.029999,59.900002,70.330002,27.889999,75.32,64.709999,56.82,53.0,83.370003,98.529999
2017-12-21,120.309998,79.339996,267.579987,60.110001,71.82,28.129999,75.379997,64.580002,56.779999,52.369999,83.18,99.169998
2017-12-22,120.940002,79.839996,267.51001,60.34,71.970001,28.049999,75.400002,64.540001,56.869999,52.450001,82.910004,98.980003
2017-12-26,121.769997,80.230003,267.190002,60.290001,72.599998,27.969999,75.480003,64.110001,57.0,52.139999,82.93,99.199997
2017-12-27,122.230003,80.519997,267.320007,60.369999,72.360001,28.0,75.660004,64.18,56.990002,52.360001,83.07,99.0
2017-12-28,122.849998,80.989998,267.869995,60.639999,72.470001,28.110001,75.809998,64.290001,56.900002,52.650002,83.190002,99.269997
2017-12-29,123.650002,81.010002,266.859985,60.529999,72.260002,27.91,75.669998,63.950001,56.889999,52.68,82.68,98.690002
2018-01-02,125.150002,80.599998,268.769989,61.389999,73.449997,27.92,76.120003,64.739998,56.540001,52.189999,83.610001,100.190002
2018-01-03,124.82,80.470001,270.470001,61.82,74.550003,28.07,76.529999,65.279999,56.52,51.779999,84.410004,100.650002
2018-01-04,125.459999,79.209999,271.609985,62.360001,75.0,28.33,77.089996,65.610001,56.68,51.349998,84.529999,100.980003
2018-01-05,125.330002,79.290001,273.420013,62.860001,74.970001,28.41,77.620003,66.300003,56.93,51.330002,85.25,101.779999
2018-01-08,125.309998,79.739998,273.920013,62.950001,75.419998,28.370001,77.940002,66.550003,57.07,51.810001,84.940002,101.900002
2018-01-09,124.730003,78.82,274.540009,62.849998,75.230003,28.59,78.440002,66.379997,56.990002,51.299999,85.940002,102.099998
2018-01-10,125.029999,77.860001,274.119995,62.470001,75.139999,28.83,78.43,66.150002,56.709999,50.740002,85.790001,102.029999
2018-01-11,125.440002,77.589996,276.119995,63.290001,76.68,28.969999,79.43,66.419998,56.630001,50.549999,86.160004,103.690002
2018-01-12,126.959999,76.959999,277.920013,63.389999,77.419998,29.23,80.169998,66.809998,56.650002,50.259998,86.82,105.029999
2018-01-16,127.169998,77.169998,276.970001,62.650002,76.440002,29.15,79.449997,66.550003,56.91,50.150002,87.25,104.279999
2018-01-17,126.139999,77.720001,279.609985,62.939999,77.110001,29.370001,79.889999,67.550003,57.560001,50.459999,88.089996,104.779999
2018-01-18,125.860001,76.959999,279.140015,62.900002,76.480003,29.33,79.459999,67.669998,57.389999,50.139999,88.110001,104.690002
2018-01-19,126.419998,77.459999,280.410004,63.279999,76.379997,29.540001,79.690002,67.800003,58.029999,49.990002,88.440002,105.599998
2018-01-22,126.650002,78.089996,282.690002,63.130001,78.029999,29.780001,79.690002,68.459999,58.470001,50.060001,89.019997,106.769997
2018-01-23,127.279999,79.169998,283.290009,63.119999,77.910004,29.809999,79.730003,68.760002,58.279999,50.540001,88.589996,107.669998
2018-01-24,128.830002,78.889999,283.179993,63.389999,77.699997,30.01,79.660004,68.230003,58.400002,50.23,88.849998,108.129997
2018-01-25,127.970001,78.739998,283.299988,63.810001,77.089996,29.950001,79.739998,68.110001,58.43,51.009998,89.610001,107.940002
2018-01-26,128.070007,78.769997,286.579987,64.089996,77.510002,30.17,80.660004,69.190002,58.709999,51.040001,91.540001,109.0
2018-01-29,127.349998,77.760002,284.679993,63.360001,76.339996,30.049999,80.120003,68.559998,58.48,50.389999,91.290001,108.699997
2018-01-30,126.800003,77.339996,281.76001,62.900002,74.800003,29.66,79.489998,67.940002,58.09,50.48,89.370003,108.160004
2018-01-31,127.650002,78.559998,281.899994,62.950001,74.849998,29.74,79.730003,68.449997,57.82,51.040001,88.099998,107.809998
2018-02-01,128.070007,77.25,281.579987,62.09,75.620003,30.02,79.589996,68.510002,57.57,50.240002,88.129997,106.610001
2018-02-02,126.389999,76.459999,275.450012,60.459999,72.459999,29.360001,77.989998,66.480003,56.470001,49.880001,86.889999,105.589996
2018-02-05,126.709999,74.0,263.929993,58.150002,69.419998,27.879999,74.449997,63.700001,54.419998,49.060001,83.040001,102.029999
2018-02-06,125.379997,74.260002,269.130005,60.049999,69.970001,28.389999,75.809998,65.529999,55.02,48.330002,83.959999,104.639999
2018-02-07,124.790001,73.970001,267.670013,59.509998,68.800003,28.41,75.949997,64.690002,54.779999,48.099998,83.860001,104.32
2018-02-08,124.980003,71.790001,257.630005,57.419998,66.720001,27.16,73.019997,62.009998,53.599998,47.560001,80.949997,100.160004
2018-02-09,124.769997,73.279999,261.5,58.419998,66.669998,27.68,73.809998,63.529999,53.709999,48.560001,82.099998,100.830002
2018-02-12,125.370003,73.5,265.339996,59.599998,67.760002,28.07,75.0,64.669998,54.259998,48.93,82.870003,102.199997
2018-02-13,126.080002,74.059998,266.0,59.450001,67.480003,28.190001,75.169998,64.830002,54.509998,49.150002,82.93,102.730003
2018-02-14,128.229996,73.699997,269.589996,60.25,68.459999,28.860001,76.120003,66.019997,54.48,48.599998,83.870003,104.370003
2018-02-15,128.380005,74.43,273.029999,60.700001,68.290001,29.02,77.269997,67.279999,55.380001,49.68,84.800003,105.300003
2018-02-16,127.959999,75.059998,273.109985,60.48,68.120003,28.98,77.290001,67.18,55.599998,50.119999,85.410004,104.790001
2018-02-20,126.239998,74.129997,271.399994,60.209999,67.75,28.889999,76.510002,67.239998,54.34,49.470001,84.470001,104.470001
2018-02-21,125.660004,72.900002,270.049988,60.0,66.610001,28.93,76.529999,66.809998,53.689999,48.82,84.120003,104.32
2018-02-22,126.300003,73.580002,270.399994,60.400002,67.339996,28.690001,77.040001,66.889999,53.830002,49.07,83.989998,104.449997
2018-02-23,126.139999,74.830002,274.709991,61.290001,68.800003,29.120001,77.68,68.290001,54.349998,50.349998,85.330002,105.910004
2018-02-26,126.449997,75.089996,277.899994,61.560001,69.209999,29.559999,78.75,69.360001,54.689999,50.200001,86.410004,106.800003
2018-02-27,125.129997,73.510002,274.429993,60.709999,68.309998,29.280001,77.760002,68.660004,53.970001,49.400002,85.510002,104.540001
2018-02-28,125.0,73.330002,271.649994,59.630001,66.739998,28.870001,76.650002,68.169998,53.41,49.060001,84.139999,104.07
2018-03-01,124.720001,73.099998,267.700012,59.02,66.639999,28.370001,75.150002,67.040001,53.290001,49.07,82.800003,102.949997
2018-03-02,125.389999,72.970001,269.079987,58.959999,66.949997,28.440001,75.129997,67.68,53.740002,48.939999,83.639999,103.050003
2018-03-05,125.18,73.790001,272.190002,59.740002,67.660004,28.84,76.029999,68.370003,54.209999,49.939999,84.400002,104.279999
2018-03-06,126.529999,74.260002,272.880005,60.400002,67.699997,28.959999,76.370003,68.519997,54.25,49.27,84.279999,105.0
2018-03-07,125.720001,74.639999,272.779999,60.18,67.190002,28.91,76.360001,68.900002,53.759998,48.900002,84.709999,104.290001
2018-03-08,125.419998,75.019997,274.100006,60.23,67.169998,29.0,76.760002,69.199997,54.25,49.259998,85.279999,104.620003
2018-03-09,125.540001,75.489998,278.869995,61.32,68.449997,29.700001,78.449997,70.510002,54.599998,49.400002,86.510002,106.239998
2018-03-12,125.540001,75.870003,278.519989,61.169998,68.43,29.6,77.480003,70.730003,54.5,49.610001,86.139999,106.589996
2018-03-13,125.779999,75.989998,276.720001,60.919998,67.940002,29.27,77.099998,69.919998,54.459999,49.720001,86.25,105.839996
2018-03-14,125.699997,76.050003,275.299988,60.169998,67.540001,28.940001,76.260002,69.860001,53.91,50.23,85.830002,105.709999
2018-03-15,124.900002,76.029999,275.0,59.380001,67.190002,28.950001,76.480003,69.900002,53.529999,50.200001,85.690002,105.599998
2018-03-16,124.599998,76.480003,274.200012,59.150002,67.309998,28.870001,76.580002,69.610001,53.25,50.25,85.389999,105.18
2018-03-19,124.870003,75.769997,270.48999,58.299999,66.269997,28.66,75.989998,68.230003,52.73,49.939999,84.010002,103.870003
2018-03-20,124.309998,75.709999,270.950012,58.240002,66.830002,28.73,76.25,68.199997,52.580002,49.709999,84.129997,104.489998
2018-03-21,126.480003,75.129997,270.429993,58.900002,68.580002,28.719999,76.339996,67.790001,51.93,49.540001,83.769997,104.410004
2018-03-22,125.980003,74.080002,263.670013,57.139999,67.18,27.66,73.82,66.040001,51.5,49.759998,81.360001,102.190002
2018-03-23,127.610001,72.900002,258.049988,56.02,66.769997,26.82,72.739998,64.279999,50.860001,49.060001,79.669998,100.18
2018-03-26,128.279999,73.82,265.109985,57.169998,67.970001,27.690001,74.5,66.720001,51.59,49.57,81.32,103.139999
2018-03-27,127.489998,74.019997,260.600006,56.59,67.330002,27.15,73.470001,64.580002,51.560001,50.279999,80.360001,101.120003
2018-03-28,125.730003,75.449997,259.829987,55.869999,66.019997,27.200001,73.220001,64.150002,52.27,50.259998,80.790001,99.889999
2018-03-29,125.790001,75.470001,263.149994,56.939999,67.410004,27.57,74.290001,65.419998,52.630001,50.529999,81.400002,101.290001
2018-04-02,127.260002,74.43,257.470001,55.700001,66.059998,26.959999,72.760002,63.860001,51.34,50.139999,79.550003,98.43
2018-04-03,126.300003,74.919998,260.769989,56.490002,67.470001,27.33,73.769997,64.489998,52.02,50.310001,80.760002,99.68
2018-04-04,126.449997,75.760002,263.559998,56.860001,67.379997,27.620001,74.089996,65.389999,52.830002,50.419998,81.910004,101.510002
2018-04-05,125.800003,75.830002,265.640015,57.919998,68.589996,27.84,74.839996,65.660004,52.959999,50.82,81.849998,102.870003
2018-04-06,126.389999,75.150002,259.720001,56.509998,67.349998,27.17,72.769997,64.050003,52.419998,50.419998,79.879997,100.68
2018-04-09,126.82,75.019997,261.0,56.82,67.669998,27.32,72.550003,64.550003,52.389999,50.52,80.669998,100.440002
2018-04-10,127.120003,74.730003,265.149994,57.990002,69.910004,27.73,73.660004,66.139999,52.509998,50.130001,82.029999,101.660004
2018-04-11,128.110001,74.900002,263.76001,57.560001,70.639999,27.4,73.120003,65.75,52.41,50.060001,81.360001,101.349998
2018-04-12,126.620003,74.190002,265.929993,58.169998,70.629997,27.879999,74.169998,66.540001,52.330002,49.400002,81.910004,101.790001
2018-04-13,127.449997,74.449997,265.149994,58.110001,71.410004,27.459999,73.989998,66.32,52.59,49.790001,81.870003,101.220001
2018-04-16,127.629997,74.809998,267.329987,58.889999,72.139999,27.58,74.730003,66.830002,53.16,50.470001,82.519997,101.980003
2018-04-17,127.75,75.779999,270.190002,59.560001,72.419998,27.58,75.360001,68.07,53.279999,50.98,83.160004,103.879997
2018-04-18,127.849998,75.650002,270.390015,59.990002,73.559998,27.450001,76.139999,67.889999,52.880001,50.790001,83.230003,104.370003
2018-04-19,127.599998,74.57,268.890015,59.32,73.650002,27.870001,75.93,67.139999,51.349998,50.759998,82.529999,104.040001
2018-04-20,126.629997,73.93,266.609985,59.0,73.300003,27.879999,75.599998,66.209999,50.490002,50.299999,82.089996,102.980003
2018-04-23,125.620003,73.980003,266.570007,58.830002,73.75,27.85,75.510002,65.970001,50.43,50.330002,82.410004,103.199997
2018-04-24,126.230003,74.160004,262.980011,57.240002,72.959999,27.67,73.400002,64.82,50.110001,50.669998,81.790001,101.57
2018-04-25,125.410004,74.0,263.630005,57.549999,73.540001,27.65,73.610001,64.830002,50.200001,50.68,82.160004,101.989998
2018-04-26,124.970001,74.900002,266.309998,57.91,74.610001,27.66,73.339996,66.010002,50.5,51.189999,83.199997,103.639999
2018-04-27,125.5,75.870003,266.559998,57.759998,73.82,27.700001,73.190002,65.889999,50.77,51.709999,83.540001,104.110001
2018-04-30,124.589996,75.639999,264.51001,57.009998,73.809998,27.450001,72.220001,65.459999,50.450001,51.560001,82.260002,103.699997
2018-05-01,123.709999,76.169998,264.980011,56.959999,73.360001,27.459999,71.889999,66.279999,50.009998,51.400002,82.220001,103.839996
2018-05-02,123.650002,75.910004,263.200012,56.830002,73.660004,27.15,71.260002,66.209999,49.029999,51.349998,81.089996,103.129997
2018-05-03,124.279999,75.940002,262.619995,57.09,73.489998,26.92,71.43,66.360001,48.98,51.279999,80.360001,102.669998
2018-05-04,124.540001,76.739998,266.019989,57.799999,73.849998,27.27,72.260002,67.620003,49.689999,51.509998,81.0,104.019997
2018-05-07,124.57,77.160004,266.920013,57.779999,73.949997,27.450001,72.739998,68.089996,49.380001,51.240002,80.879997,104.370003
2018-05-08,124.589996,76.779999,266.920013,57.66,74.529999,27.639999,73.260002,68.239998,49.18,49.959999,80.269997,103.93
2018-05-09,124.330002,77.25,269.5,58.490002,76.050003,28.049999,74.050003,69.080002,49.25,49.610001,80.730003,104.290001
2018-05-10,125.18,77.959999,272.019989,58.91,76.620003,28.280001,74.550003,69.980003,49.540001,50.310001,81.809998,104.669998
2018-05-11,125.0,77.639999,272.850006,58.889999,76.730003,28.26,74.709999,69.879997,49.540001,50.380001,83.029999,104.889999
2018-05-14,124.489998,77.07,272.980011,59.119999,77.260002,28.24,74.580002,69.870003,49.52,50.189999,83.580002,105.089996
2018-05-15,122.480003,75.93,271.100006,58.939999,77.279999,28.190001,74.330002,69.209999,49.330002,49.77,82.5,104.480003
2018-05-16,122.290001,75.709999,272.23999,59.639999,77.550003,28.24,74.599998,69.519997,49.68,49.380001,82.959999,105.349998
2018-05-17,122.360001,75.32,272.01001,59.779999,78.720001,28.18,74.889999,69.160004,49.849998,48.98,82.989998,105.0
2018-05-18,122.410004,75.489998,271.329987,59.860001,78.110001,27.950001,75.330002,68.870003,49.540001,48.990002,83.199997,104.870003
2018-05-21,122.480003,76.300003,273.369995,60.18,78.910004,28.15,76.470001,69.470001,49.75,49.240002,83.279999,105.449997
2018-05-22,122.410004,76.400002,272.609985,59.68,77.860001,28.34,75.529999,69.370003,49.66,49.419998,83.120003,104.980003
2018-05-23,122.540001,77.050003,273.359985,59.540001,77.849998,28.16,75.459999,69.879997,49.84,49.869999,83.389999,105.739998
2018-05-24,123.589996,76.860001,272.799988,59.330002,76.57,27.940001,75.830002,69.800003,49.799999,50.279999,83.059998,105.970001
2018-05-25,123.209999,77.120003,272.149994,59.009998,74.580002,27.85,75.690002,69.75,49.880001,50.5,82.940002,106.129997
2018-05-29,123.190002,77.349998,269.019989,57.990002,74.349998,26.92,74.480003,69.370003,49.77,50.5,82.089996,105.309998
2018-05-30,123.370003,78.330002,272.609985,58.669998,76.599998,27.41,75.529999,69.879997,50.470001,50.91,83.32,106.269997
2018-05-31,123.099998,78.190002,270.940002,58.18,76.019997,27.18,74.440002,69.900002,49.66,50.990002,82.410004,105.760002
2018-06-01,122.489998,78.459999,273.600006,59.07,76.379997,27.48,75.260002,71.089996,49.66,50.209999,83.360001,106.540001
2018-06-04,122.370003,79.150002,274.899994,59.41,75.720001,27.57,75.150002,71.660004,50.07,49.810001,83.669998,107.730003
2018-06-05,122.849998,79.050003,275.100006,59.860001,75.540001,27.450001,75.239998,71.910004,49.84,49.549999,83.5,108.360001
2018-06-06,122.919998,79.139999,277.399994,60.970001,75.900002,27.950001,75.870003,72.379997,49.900002,48.369999,84.440002,109.370003
2018-06-07,122.860001,79.190002,277.369995,60.66,77.050003,28.040001,76.190002,71.800003,50.209999,48.709999,84.550003,109.690002
2018-06-08,123.010002,79.419998,278.190002,60.830002,76.900002,28.08,76.440002,71.68,50.830002,48.689999,85.040001,109.919998
2018-06-11,123.230003,79.440002,278.559998,60.919998,77.300003,28.02,76.589996,71.760002,51.25,48.59,85.199997,110.360001
2018-06-12,122.82,79.839996,278.920013,61.0,76.709999,27.950001,76.510002,72.110001,51.349998,49.150002,85.150002,110.889999
2018-06-13,123.190002,78.230003,278.029999,60.34,76.419998,27.85,75.900002,71.739998,51.189999,49.02,85.169998,111.059998
2018-06-14,123.379997,79.010002,278.730011,60.43,76.309998,27.59,75.610001,72.25,51.279999,49.630001,85.610001,112.220001
2018-06-15,121.339996,79.089996,277.130005,59.73,74.169998,27.469999,75.120003,71.720001,51.540001,49.540001,85.459999,112.110001
2018-06-18,121.110001,79.019997,276.559998,59.580002,74.910004,27.42,74.809998,71.800003,50.790001,49.700001,84.639999,111.919998
2018-06-19,120.800003,79.010002,275.5,58.490002,74.739998,27.35,73.230003,71.43,51.060001,50.189999,84.860001,111.779999
2018-06-20,120.260002,79.779999,275.970001,58.299999,75.07,27.280001,73.279999,71.580002,51.110001,50.23,85.040001,112.309998
2018-06-21,120.050003,80.190002,274.23999,57.68,73.68,27.200001,72.360001,71.029999,51.209999,50.400002,84.550003,111.510002
2018-06-22,120.339996,80.699997,274.73999,58.52,75.150002,27.07,72.610001,70.800003,51.630001,50.75,84.93,111.32
2018-06-25,119.889999,80.419998,271.0,57.610001,73.639999,26.780001,71.690002,69.330002,51.889999,51.59,84.150002,108.900002
2018-06-26,119.260002,79.959999,271.600006,57.830002,74.57,26.690001,71.959999,69.610001,51.669998,51.650002,83.889999,109.68
2018-06-27,118.580002,79.529999,269.350006,57.650002,75.57,26.360001,71.379997,68.660004,51.560001,51.900002,83.18,108.260002
2018-06-28,118.220001,80.379997,270.890015,57.869999,75.470001,26.59,71.480003,69.5,51.560001,51.880001,83.290001,109.110001
2018-06-29,118.650002,80.580002,271.279999,58.07,75.940002,26.59,71.629997,69.470001,51.529999,51.959999,83.459999,109.300003
2018-07-02,117.459999,80.099998,271.859985,57.759998,74.82,26.719999,71.790001,70.089996,51.23,52.330002,83.720001,109.449997
2018-07-03,118.650002,80.699997,270.899994,57.66,75.290001,26.48,71.559998,69.260002,51.349998,52.48,83.919998,108.900002
2018-07-05,119.050003,81.75,273.109985,58.16,75.209999,26.540001,71.910004,70.239998,52.060001,52.759998,84.790001,109.440002
2018-07-06,118.860001,82.089996,275.420013,58.450001,75.669998,26.67,72.160004,71.059998,52.220001,53.169998,86.010002,110.300003
2018-07-09,119.150002,81.360001,277.899994,58.970001,76.800003,27.280001,73.5,71.599998,52.02,51.529999,86.639999,111.620003
2018-07-10,118.93,81.610001,278.899994,59.470001,77.370003,27.18,73.730003,71.769997,52.639999,52.02,86.970001,111.860001
2018-07-11,117.639999,81.360001,276.859985,58.470001,75.730003,27.049999,72.519997,71.489998,52.470001,52.490002,86.279999,111.599998
2018-07-12,118.129997,81.599998,279.369995,58.610001,75.860001,27.1,73.370003,72.620003,52.400002,52.529999,87.239998,112.339996
2018-07-13,117.610001,81.32,279.589996,58.580002,76.260002,26.98,73.75,72.540001,52.740002,52.540001,87.400002,112.589996
2018-07-16,117.550003,80.949997,279.339996,58.110001,75.379997,27.459999,73.449997,72.370003,52.490002,52.490002,86.870003,112.870003
2018-07-17,116.279999,80.519997,280.470001,58.869999,75.080002,27.49,73.739998,72.910004,52.939999,52.450001,87.349998,112.980003
2018-07-18,116.309998,80.139999,281.059998,58.32,75.129997,27.93,74.550003,72.790001,52.509998,52.18,87.419998,112.910004
2018-07-19,115.809998,80.949997,280.0,58.529999,75.150002,27.51,74.519997,72.529999,52.540001,52.66,86.93,112.650002
2018-07-20,116.559998,80.269997,279.679993,58.290001,74.889999,27.559999,74.440002,72.550003,52.860001,52.290001,86.760002,112.150002
2018-07-23,116.0,80.07,280.200012,57.970001,74.559998,27.940001,73.980003,72.919998,52.529999,51.919998,86.940002,112.029999
2018-07-24,116.040001,79.68,281.609985,58.720001,75.5,28.02,74.290001,73.32,52.630001,52.099998,87.730003,111.699997
2018-07-25,116.68,80.330002,284.01001,59.18,76.129997,28.08,75.419998,74.239998,53.029999,52.25,88.849998,112.519997
2018-07-26,115.769997,80.550003,283.339996,59.52,76.959999,28.07,76.0,73.099998,53.310001,52.810001,88.599998,111.93
2018-07-27,115.830002,79.769997,281.420013,59.299999,76.629997,28.129999,76.010002,71.849998,53.380001,52.639999,87.959999,111.639999
2018-07-30,115.650002,79.879997,279.950012,59.189999,77.260002,28.15,75.260002,70.730003,53.32,52.32,88.010002,110.75
2018-07-31,115.989998,81.25,281.329987,59.73,77.120003,27.950001,76.919998,70.919998,53.57,52.790001,88.93,111.269997
2018-08-01,115.139999,81.519997,280.859985,59.119999,76.050003,27.950001,75.879997,71.559998,53.119999,52.450001,88.949997,110.720001
2018-08-02,114.519997,81.25,282.390015,58.73,75.629997,27.959999,75.779999,72.459999,53.66,52.709999,89.279999,111.480003
2018-08-03,114.919998,82.209999,283.600006,59.290001,75.239998,28.120001,75.849998,72.720001,54.290001,53.299999,89.809998,111.860001
2018-08-06,114.330002,82.160004,284.640015,59.27,75.519997,28.27,75.959999,73.110001,54.34,53.34,89.970001,112.610001
2018-08-07,114.589996,81.870003,285.579987,59.470001,76.080002,28.4,76.5,73.389999,54.009998,53.259998,89.980003,113.129997
2018-08-08,114.910004,81.379997,285.459991,59.220001,75.529999,28.469999,76.160004,73.589996,53.599998,52.98,90.120003,113.25
2018-08-09,114.739998,81.480003,285.070007,59.540001,74.830002,28.299999,75.739998,73.620003,53.439999,53.220001,90.019997,113.669998
2018-08-10,114.690002,80.75,283.160004,58.68,75.290001,27.969999,75.07,73.029999,53.240002,52.990002,89.629997,112.720001
2018-08-13,112.959999,80.709999,282.100006,58.09,74.330002,27.700001,74.709999,72.93,53.240002,53.060001,89.660004,112.150002
2018-08-14,113.07,81.150002,283.899994,58.580002,74.510002,27.959999,75.230003,73.379997,53.610001,53.169998,90.080002,113.239998
2018-08-15,111.190002,81.760002,281.779999,57.650002,71.910004,27.74,74.870003,72.720001,53.830002,53.66,89.93,111.860001
2018-08-16,111.099998,82.419998,284.059998,58.0,72.43,28.110001,75.82,73.040001,54.599998,54.240002,90.809998,112.410004
2018-08-17,112.129997,83.160004,285.059998,58.43,72.610001,28.17,76.279999,73.150002,55.02,54.52,91.089996,112.510002
2018-08-20,112.690002,83.290001,285.670013,58.84,73.099998,28.26,76.790001,73.040001,54.990002,54.330002,91.389999,113.309998
2018-08-21,113.019997,82.730003,286.339996,59.07,73.470001,28.370001,77.360001,73.160004,54.599998,53.939999,91.389999,114.209999
2018-08-22,113.269997,82.269997,286.170013,58.77,74.349998,28.27,76.610001,73.379997,54.259998,53.540001,91.480003,114.330002
2018-08-23,112.199997,82.089996,285.790009,58.369999,74.0,28.139999,76.389999,73.540001,54.130001,53.5,91.449997,114.220001
2018-08-24,114.160004,82.510002,287.51001,59.130001,74.540001,28.24,76.720001,74.279999,54.060001,53.73,91.889999,114.889999
